frame_num,bbox,class,id
4184,[516.50623194 174.24682622 571.62925351 265.23291168],person,270
4184,[199.62978996 152.69534526 258.41832533 287.97412905],person,298
4184,[436.11212764  67.05489419 474.5596322  134.33066857],person,299
4184,[579.06411502 111.53114314 670.13428443 360.03200731],person,312
4184,[307.91034841  64.98531504 347.54986712 148.12828746],person,317
4184,[345.83815875  57.08149049 384.05788509 142.99703959],person,320
4184,[ 83.88046209  98.25303138 153.30988329 242.93778383],person,325
4184,[511.64485311 136.93282818 613.78279208 341.00930413],handbag,330
4184,[207.9784151  225.93693931 326.59874416 352.54396249],chair,331
4185,[508.62442189 126.47946119 601.56139132 360.05977647],person,185
4185,[176.86889483 196.25650169 237.88639608 314.84119547],person,210
4185,[218.12250323  51.96202932 260.38017197 138.00323613],person,247
4185,[513.41937304 171.63166964 567.34617117 260.18996636],person,270
4185,[198.10680244 153.54704919 259.2524838  294.58811108],person,298
4185,[440.454163    67.08029817 478.75774381 133.41250064],person,299
4185,[581.01458514 104.79410997 667.21882214 360.02576204],person,312
4185,[308.53517899  65.61898398 348.01429199 148.04296436],person,317
4185,[346.202565    57.61303684 383.76989527 142.35752157],person,320
4185,[ 82.77833473  98.72137224 151.42065504 241.49031478],person,325
4185,[208.50605872 225.34749805 328.13829339 352.82503284],chair,331
4186,[507.94078854 126.79909939 599.90023476 360.05232662],person,185
4186,[176.83099    196.26034478 237.89353948 314.92212973],person,210
4186,[217.82348907  51.99599769 260.29251613 138.63591453],person,247
4186,[511.0100853  169.38038227 564.77569224 257.11225538],person,270
4186,[113.28366605  25.01077653 140.72451667  62.99760487],person,284
4186,[197.60519098 153.85149982 259.50800505 296.95026604],person,298
4186,[442.11412303  67.75151552 480.23616741 133.07465007],person,299
4186,[584.3805843  111.49533465 662.71210246 360.02238609],person,312
4186,[308.16514423  65.20012465 348.1246768  148.67321676],person,317
4186,[345.87067838  57.15876917 383.46699379 142.11493783],person,320
4186,[ 81.00898023  98.90361957 150.09812451 242.85106316],person,325
4186,[207.1689517  225.12256872 328.29466777 353.59266054],chair,331
4187,[506.95862923 125.59613831 598.35869351 360.04616293],person,185
4187,[175.90490668 195.28089214 239.02705111 318.11191371],person,210
4187,[218.25188132  52.00781406 260.38495448 138.21547312],person,247
4187,[509.9693664  168.62004193 562.48471083 253.40337885],person,270
4187,[113.30312911  25.02477027 140.71331311  62.969194  ],person,284
4187,[197.3300947  153.96790191 259.68953362 298.50043259],person,298
4187,[442.59192671  67.993414   480.84649041 132.95711753],person,299
4187,[586.89697112 114.86921487 659.49223975 360.01892429],person,312
4187,[307.88199976  65.70245162 347.64382005 148.90857194],person,317
4187,[345.63951664  56.33414651 383.46048909 142.02502288],person,320
4187,[ 81.05287541  98.31755995 150.23076274 242.67507618],person,325
4187,[206.97415818 224.37852765 328.05394455 352.56588004],chair,331
4188,[506.16148989 125.14624371 596.60815019 360.04085911],person,185
4188,[175.69989932 195.06094442 235.94589166 313.51124695],person,210
4188,[218.07091717  52.01118177 260.10830608 138.05636894],person,247
4188,[508.76181356 167.05471487 561.59216485 251.497567  ],person,270
4188,[199.21455135 152.69960568 258.42678053 289.24006713],person,298
4188,[443.81431125  67.40557108 482.62578199 132.92139658],person,299
4188,[589.26177207 116.15880965 657.37586024 360.01632079],person,312
4188,[307.92369083  65.89658664 347.30105478 148.33523129],person,317
4188,[345.08028774  56.0296994  383.27380232 142.65051297],person,320
4188,[ 82.68581241 101.37197735 150.02087969 241.91087725],person,325
4188,[207.40083185 224.75737056 328.13787625 352.17370632],chair,331
4189,[506.48648958 124.32206465 596.38462169 360.03601757],person,185
4189,[176.1652424  194.98339209 234.93497365 311.79651813],person,210
4189,[218.38752988  52.01150375 260.28606855 137.99849197],person,247
4189,[508.15274114 165.86682358 562.0282977  251.58620209],person,270
4189,[200.42264921 152.87607768 258.13665225 284.92776107],person,298
4189,[444.66060048  67.18040534 483.49019287 132.91475776],person,299
4189,[591.69628412 110.00624547 656.23327856 354.69664587],person,312
4189,[307.94212092  65.30738194 347.16347011 147.45281669],person,317
4189,[345.87521739  58.54952883 382.85523193 142.23248631],person,320
4189,[ 82.87490494 103.87472146 149.76372906 242.89923711],person,325
4189,[208.82412389 224.90387576 330.23252755 353.35204775],chair,331
4190,[506.73496898 124.01866255 595.96439622 360.03178379],person,185
4190,[176.14798474 195.62382205 235.42853066 313.83282587],person,210
4190,[218.53754209  52.0107738  260.32706785 137.97902644],person,247
4190,[507.45682219 164.14601705 562.58941797 251.7081357 ],person,270
4190,[198.55662504 153.61640903 259.66313513 294.14237537],person,298
4190,[445.45032424  67.09077731 483.92806437 132.91906888],person,299
4190,[593.12441041 109.11747426 657.72470273 354.09866973],person,312
4190,[308.08685539  65.74858208 346.97090701 147.12226674],person,317
4190,[346.80245283  60.86903186 382.74818106 142.07012026],person,320
4190,[ 83.78638317 104.79608612 150.18113061 242.57581053],person,325
4190,[214.18218044 224.30107689 335.42461148 354.45456477],chair,331
4191,[507.68104416 123.25403318 596.74183626 360.02800712],person,185
4191,[176.33495675 195.20436837 235.42814215 313.27512444],person,210
4191,[218.75852542  52.67130497 260.1806306  137.97397248],person,247
4191,[506.92515173 162.23061347 562.34317511 249.85147364],person,270
4191,[198.25891692 153.23104089 260.48877063 296.78481705],person,298
4191,[445.37865388  66.39066027 484.38476304 133.58969453],person,299
4191,[593.90181716 118.2057421  653.79790446 357.79679563],person,312
4191,[308.55135546  65.91655407 347.14985557 146.33755944],person,317
4191,[346.6205188   61.0550878  382.56633966 142.01088268],person,320
4191,[ 82.44131915 101.80266066 150.72313928 243.08754548],person,325
4191,[213.7092305  224.73093253 333.30854618 353.55572636],chair,331
4192,[508.0787826  122.97564885 596.82970377 360.02472991],person,185
4192,[176.30099934 195.04623009 235.54386741 313.72571482],person,210
4192,[218.99954549  52.25599874 260.63299014 137.97432423],person,247
4192,[507.07552599 162.23171104 562.48935503 249.24002324],person,270
4192,[197.91696245 153.73157441 260.38138679 298.4527815 ],person,298
4192,[445.71761891  66.12736675 484.13211065 132.5294778 ],person,299
4192,[595.07767911 118.40850637 654.87762188 357.66883346],person,312
4192,[308.78529228  65.31376026 347.82019867 146.71407063],person,317
4192,[346.90275587  61.11367752 382.81666681 141.99040107],person,320
4192,[ 83.3375172  105.2645553  149.5416067  241.29339649],person,325
4192,[212.99975734 225.56079753 330.9865372  352.54298616],chair,331
4193,[509.09786262 122.22291382 597.81581233 360.02180817],person,185
4193,[177.02956605 196.30861423 235.51359891 313.23838617],person,210
4193,[218.80368638  52.09801523 260.42778976 137.97616039],person,247
4193,[506.30905414 162.29379537 561.31275796 247.76537886],person,270
4193,[197.58006679 153.26929539 259.88548074 298.41416673],person,298
4193,[445.07596791  66.69084718 483.39982337 132.78880047],person,299
4193,[309.14840415  65.74984431 347.78838019 146.1993675 ],person,317
4193,[346.24526875  59.13048312 383.00876989 141.98424998],person,320
4193,[ 83.97805179 105.93075371 149.48930023 239.88866878],person,325
4193,[213.3962811  225.20979166 331.40817275 352.82438774],chair,331
4194,[509.30363197 121.29138126 597.56928228 360.01926891],person,185
4194,[177.01921604 196.37825896 235.4341413  313.16230778],person,210
4194,[219.03379314  52.03721938 260.70543079 137.97853666],person,247
4194,[506.6926972  162.37406572 561.48615426 246.62802694],person,270
4194,[198.10701907 153.74757127 260.35187854 299.02748022],person,298
4194,[444.52286701  66.24005371 483.38315456 132.89146708],person,299
4194,[309.11722151  65.91779683 347.27154763 145.34484147],person,317
4194,[346.25587616  59.70137491 382.82421344 141.98304391],person,320
4194,[ 82.63766155 102.81831678 150.39557299 241.36147461],person,325
4194,[210.23448463 223.09554211 330.2357854  352.27041628],chair,331
4195,[509.33816557 120.95296855 597.38819638 360.01703799],person,185
4195,[177.04156053 196.09752126 234.25532267 311.45423094],person,210
4195,[218.832961    52.01387062 260.43670751 137.98091785],person,247
4195,[506.85530557 161.78029085 562.16305304 246.28087221],person,270
4195,[197.80748979 153.92940267 259.71551222 298.57829015],person,298
4195,[443.90443413  66.73085116 482.42945104 132.27368847],person,299
4195,[308.9607911   65.9803868  347.21418867 145.6983776 ],person,317
4195,[346.21321399  61.24565249 382.13844756 141.98413181],person,320
4195,[ 83.2071684  104.28845751 150.33024864 241.2413116 ],person,325
4195,[211.24353609 223.61580126 331.52842699 353.3787846 ],chair,331
4196,[509.57604603 120.84109426 596.97468278 360.01503731],person,185
4196,[177.13838587 195.3609801  235.25237025 312.42613928],person,210
4196,[219.05976657  52.00494011 260.69187706 137.98311868],person,247
4196,[507.07926314 161.59611393 562.21898479 245.54743801],person,270
4196,[197.32624891 152.67820991 259.83893262 299.70063521],person,298
4196,[443.94863341  66.91883302 482.40685399 132.04281568],person,299
4196,[593.70535752 108.9229577  652.44448673 359.76612434],person,312
4196,[309.05697219  66.00280323 347.69690606 146.50027057],person,317
4196,[345.80408519  59.82396899 382.27482009 141.98585302],person,320
4196,[ 82.70174907 103.52486238 150.38615612 241.84110223],person,325
4196,[212.1717892  223.16325091 332.13554134 353.14456402],chair,331
4197,[509.90179814 121.47415903 596.47668345 360.01326575],person,185
4197,[177.12207114 195.30827035 235.20842198 312.31094066],person,210
4197,[218.99305937  52.662438   260.27923532 137.98509483],person,247
4197,[507.27344715 161.56724532 562.09411253 244.67284282],person,270
4197,[197.65938142 152.86144997 260.02732148 300.10558589],person,298
4197,[444.38128977  66.98775321 482.62030623 131.96226421],person,299
4197,[595.32440831 116.18156308 649.71612065 359.96087627],person,312
4197,[308.93945019  66.67022774 347.3680221  146.80694609],person,317
4197,[346.3343541   61.27140638 382.30609029 141.98719429],person,320
4197,[ 82.78544427 102.57242515 150.80260525 242.05565335],person,325
4197,[208.32134001 223.65629865 329.30860491 353.71338312],chair,331
4198,[509.94894603 121.72814972 595.60793559 360.01167756],person,185
4198,[177.44609546 195.05628192 237.7325001  316.7217326 ],person,210
4198,[219.12051516  52.24758787 260.63179594 137.98693024],person,247
4198,[507.44739377 160.92475219 561.91376899 243.07317917],person,270
4198,[198.09489128 153.59196265 259.79442111 299.57923353],person,298
4198,[444.94322082  67.01183124 482.93918964 131.93790211],person,299
4198,[179.77184874 134.00203016 393.22447504 188.0006052 ],dining table,307
4198,[596.88818428 118.74495783 648.41012439 360.02718805],person,312
4198,[308.90080713  66.25956098 347.23119988 146.26350108],person,317
4198,[345.83598145  59.8252151  382.35961706 141.98882717],person,320
4198,[ 82.61348814 102.60386599 150.76664971 242.36586085],person,325
4198,[211.12093757 223.84902618 331.22814764 353.26822088],chair,331
4199,[510.42707841 121.83399254 595.39908092 360.01029501],person,185
4199,[177.41421349 194.99415071 237.72815089 317.028416  ],person,210
4199,[219.16116552  52.09021831 260.77065372 137.98842341],person,247
4199,[506.84515407 160.04930692 561.81678929 242.5368322 ],person,270
4199,[198.18200694 153.21165838 259.78479032 299.35507944],person,298
4199,[444.8160066   67.01907659 482.7089587  131.93425692],person,299
4199,[179.70377637 134.00053007 392.64804484 187.30655522],dining table,307
4199,[597.65285841 120.34780881 647.04967039 360.04779123],person,312
4199,[308.89276252  66.10186779 347.17032327 146.06067254],person,317
4199,[345.55162415  58.62794584 382.48132796 141.98999148],person,320
4199,[214.13724149 224.5869429  332.65670296 353.09702387],chair,331
4200,[510.18539017 122.54253953 594.35110452 360.00907962],person,185
4200,[177.41517103 194.92158616 237.94489645 317.38578479],person,210
4200,[219.16962247  52.03017424 260.82814309 137.98977864],person,247
4200,[506.34007442 159.08778179 562.04279304 242.38801303],person,270
4200,[198.66145787 153.72687626 259.9931595  299.25464956],person,298
4200,[445.06226629  67.02011514 482.9659206  131.93787373],person,299
4200,[179.8787478  134.00010839 392.54434912 187.23619013],dining table,307
4200,[596.21597263 101.02341851 647.57138622 360.05124322],person,312
4200,[308.9078251   66.04112454 347.78925934 147.31147369],person,317
4200,[346.6332998   60.80057041 382.65498379 141.99108038],person,320
4200,[ 81.16257872  98.73411214 150.98911472 242.99784109],person,325
4200,[212.34011743 224.86731839 330.82207453 353.03188624],chair,331
4201,[510.11226866 122.81666926 593.87266758 360.0079895 ],person,185
4201,[219.16639483  52.00758705 260.8539165  137.99098661],person,247
4201,[505.99237447 160.07960257 560.28489137 241.05651299],person,270
4201,[199.22688543 153.92229781 260.34776643 299.2014002 ],person,298
4201,[445.49459854  66.3567629  484.02593436 133.2681136 ],person,299
4201,[596.67082212  99.09014192 646.77696116 360.05169796],person,312
4201,[308.63728338  66.01779557 347.63829855 147.78218885],person,317
4201,[347.03961133  61.64219522 382.73677802 141.99231179],person,320
4201,[ 79.64050305  96.10076947 150.29289132 243.1007854 ],person,325
4201,[209.75464784 223.64767836 330.03832411 353.66955522],chair,331
4202,[509.85438012 122.26163456 593.21095701 360.00704001],person,185
4202,[177.48829163 196.6450951  236.79828813 316.3352693 ],person,210
4202,[219.29607095  52.66003644 260.73041113 137.99205319],person,247
4202,[505.42198213 160.49756595 560.03492425 241.95291672],person,270
4202,[198.76314707 154.65482638 259.17266712 298.50820131],person,298
4202,[445.67808929  66.10884378 483.72963707 133.1121912 ],person,299
4202,[597.54604386 106.88680035 645.08985117 360.04704921],person,312
4202,[309.12652406  66.00849971 348.30084969 147.95926617],person,317
4202,[347.17544848  61.94928878 382.7801822  141.99326863],person,320
4202,[ 81.20914354  97.1406764  150.5640142  241.82633752],person,325
4202,[213.12262451 224.50536721 331.32451771 353.25065309],chair,331
4203,[510.38910768 124.69601461 592.28848562 360.00621922],person,185
4203,[178.16165032 196.9224158  237.32645085 315.47553531],person,210
4203,[219.32746356  52.90670754 260.69902391 137.99303571],person,247
4203,[504.44884641 163.32348437 558.04960266 242.98005732],person,270
4203,[113.21055627  25.00276064 140.79109336  62.9946115 ],person,284
4203,[198.54116068 154.26597481 259.43133285 299.56042331],person,298
4203,[445.71280323  66.01515627 483.62280267 133.7079186 ],person,299
4203,[599.15113466 108.6770476  643.81349103 350.75607747],person,312
4203,[308.59093535  66.00470737 347.95342504 148.68153281],person,317
4203,[347.08450609  62.05610457 382.93452951 142.65809242],person,320
4203,[ 81.71132106  96.90445798 150.78784249 241.9855784 ],person,325
4203,[210.29161576 224.83703412 328.6575719  353.08789187],chair,331
4204,[509.56999433 122.30409951 591.59508457 360.00543713],person,185
4204,[177.86770499 196.3493396  237.35884573 315.18524304],person,210
4204,[219.32264472  52.99673948 260.70193206 137.99387034],person,247
4204,[503.42359113 164.41157218 560.6393419  250.11312971],person,270
4204,[113.21174092  25.003376   140.79017389  62.99231392],person,284
4204,[198.61077164 154.11678774 259.37594438 299.28793406],person,298
4204,[445.76333854  65.98197502 483.52547296 133.93174615],person,299
4204,[178.20133714 133.99987158 392.93764877 187.91495267],dining table,307
4204,[599.326285   108.13638769 643.90474543 349.84482898],person,312
4204,[308.98542513  67.31749141 346.56287694 145.66429062],person,317
4204,[347.04792215  60.76641435 382.9913236  141.58430241],person,320
4204,[ 86.65045872 100.11847916 153.36398608 240.06763473],person,325
4204,[216.37253858 224.29871346 333.74906785 353.02654943],chair,331
4205,[508.50168559 121.40791753 590.09831302 360.00483373],person,185
4205,[177.04887941 196.79577386 236.75274466 315.73725534],person,210
4205,[218.92678931  53.02741303 260.43341951 137.994598  ],person,247
4205,[503.46332244 165.44972934 561.16413196 252.03611962],person,270
4205,[198.94086819 154.05712324 259.71212779 299.17320378],person,298
4205,[446.0080339   65.97190819 483.24388945 133.35597876],person,299
4205,[178.7050806  133.99987252 393.6890758  187.98071885],dining table,307
4205,[308.26111001  67.82422397 345.55253208 145.16207413],person,317
4205,[347.69098051  62.25557026 383.01328982 141.17689399],person,320
4205,[ 87.70771751  99.3650061  154.52284284 239.99471724],person,325
4205,[213.08802137 224.75578656 330.66493925 353.66427072],chair,331
4206,[510.35796434 121.73210238 591.20726341 360.00427165],person,185
4206,[176.52687817 196.30078712 236.7333185  316.60469086],person,210
4206,[218.73892158  53.03578587 260.37019382 137.99523911],person,247
4206,[503.8862337  165.85843533 561.62436019 252.78815947],person,270
4206,[199.17739763 154.03269402 259.72712593 298.46101247],person,298
4206,[446.14868936  65.97070366 483.07089058 133.13261237],person,299
4206,[176.5867798  133.33553648 394.90169828 188.66718432],dining table,307
4206,[308.529781    66.66635445 346.66327341 144.98545663],person,317
4206,[346.46815634  58.14374735 383.81639336 141.69313521],person,320
4206,[ 88.29661901  99.75095716 154.06572291 237.9863411 ],person,325
4206,[214.44278036 224.92887202 330.83563445 353.24492977],chair,331
4207,[510.93701016 120.54114567 591.74280626 360.00375883],person,185
4207,[177.62057102 197.42836078 236.09573655 313.63582542],person,210
4207,[219.01284568  53.03600015 260.66481843 137.99580463],person,247
4207,[504.38625198 165.3530493  562.12023393 253.06224956],person,270
4207,[198.80161669 154.02194394 258.87158937 297.52325041],person,298
4207,[446.5279315   65.97237021 483.32578805 133.04742333],person,299
4207,[176.53768969 133.09004764 393.30387018 188.26480698],dining table,307
4207,[308.23677277  66.89691776 346.14732423 144.26490693],person,317
4207,[346.68417288  58.5968671  384.09519589 141.88143716],person,320
4207,[ 93.32633025 102.56600953 157.70797893 238.56203351],person,325
4207,[214.98324273 224.33088718 331.52828546 353.74630575],chair,331
4208,[511.45244829 119.43897151 592.28836893 360.00332642],person,185
4208,[176.82966835 196.52104506 237.06657783 316.50271637],person,210
4208,[219.11085254  53.03343874 260.78291046 137.99630308],person,247
4208,[505.47295541 164.50048678 564.68549017 255.77380178],person,270
4208,[198.56409939 154.01665339 258.64280726 297.83011969],person,298
4208,[446.68495125  65.97491165 483.39446992 133.01511707],person,299
4208,[176.15346302 132.99698594 393.46571987 188.31067875],dining table,307
4208,[597.45991338  94.09146309 644.73330049 358.83901162],person,312
4208,[307.92282325  66.31678291 346.1572276  144.00093108],person,317
4208,[346.44241656  58.78979138 383.86903961 141.9570036 ],person,320
4208,[ 95.22761891 103.61657868 159.00676753 239.45619958],person,325
4208,[216.30128564 225.42335195 330.00358564 351.9569177 ],chair,331
4209,[515.40248459 143.40685258 588.71873926 360.002943  ],person,185
4209,[177.13482809 196.84454626 236.8272471  315.57974563],person,210
4209,[219.14199999  53.03012702 260.83272424 137.99674213],person,247
4209,[505.53003285 164.50087451 565.14191924 256.39561631],person,270
4209,[112.9054546   24.06683597 141.09476061  62.9987267 ],person,284
4209,[198.50834712 154.0137092  258.52621171 297.94587125],person,298
4209,[446.47321307  65.97758712 483.0164863  133.0030596 ],person,299
4209,[599.06584994  97.47316868 644.35332485 358.36644235],person,312
4209,[308.42372497  66.09979801 346.87421422 143.91188131],person,317
4209,[346.20536118  58.2118876  383.92385926 141.98590242],person,320
4209,[ 96.99678321 102.66584254 162.35188676 243.11731489],person,325
4209,[214.44230957 225.84112189 328.43408368 352.604049  ],chair,331
4210,[517.8981734  155.54674081 587.70011793 358.62530181],person,185
4210,[177.09322614 196.96797838 236.89454228 315.87756334],person,210
4210,[219.14811021  53.02680501 260.85588964 137.99712878],person,247
4210,[112.72569987  23.99549779 141.27436848  63.68461063],person,284
4210,[198.37708214 153.35072374 258.59651195 298.65006613],person,298
4210,[446.7112968   65.98012209 483.20334696 132.99874553],person,299
4210,[600.09229303 107.9741683  641.79375859 348.95770389],person,312
4210,[308.14808024  65.35667003 346.95080151 143.88838661],person,317
4210,[345.98465479  57.34275665 384.07365101 141.99673043],person,320
4210,[ 95.58592417 104.2689341  159.06241438 240.54593716],person,325
4210,[214.10909077 225.99231289 326.82785701 350.86093798],chair,331
4211,[514.06649748 129.36579768 592.71427108 359.52272337],person,185
4211,[176.97220605 197.01204864 237.02512006 315.98701424],person,210
4211,[219.14518705  53.02372342 260.86844168 137.99746931],person,247
4211,[515.75798431 158.24923248 580.36258188 257.93992436],person,270
4211,[113.04850845  24.628476   140.95151048  63.25797261],person,284
4211,[198.33318982 153.75948772 258.62134831 299.57239875],person,298
4211,[447.05885415  66.64309245 483.00619533 132.99737283],person,299
4211,[601.58887948 114.77012993 640.37793315 338.57096166],person,312
4211,[307.3390821   63.75986285 346.36554956 143.22806967],person,317
4211,[345.15786345  57.02089225 383.56046026 142.00067393],person,320
4211,[ 96.16508686 103.54462344 160.53553234 242.19639834],person,325
4211,[212.71793219 226.04344859 326.8258     352.20411765],chair,331
4212,[512.1128871  117.44046257 594.43992788 359.82063937],person,185
4212,[177.2937688  197.02612138 236.70699433 314.04279274],person,210
4212,[218.76093307  53.02094904 260.59389581 137.99776926],person,247
4212,[516.77831118 153.28179004 584.8121037  259.51782358],person,270
4212,[113.04108099  24.62392374 140.95892101  63.2740123 ],person,284
4212,[198.85185549 153.91657707 258.75862962 299.25927585],person,298
4212,[446.85277853  66.89484444 482.59434739 132.99712098],person,299
4212,[602.80885461 112.42229321 639.87225048 325.94577569],person,312
4212,[306.30485423  64.4778739  346.21687569 146.27660453],person,317
4212,[345.430165    58.222922   383.43348571 142.00197786],person,320
4212,[ 92.44507767 104.58754068 156.40776469 240.82384098],person,325
4212,[212.38590713 225.39749827 327.97331737 353.36895957],chair,331
4213,[511.91158656 113.31226823 595.15893319 359.94140522],person,185
4213,[177.34382946 197.08545509 236.66169297 313.90543537],person,210
4213,[218.44773769  52.35745804 260.65791137 137.99803353],person,247
4213,[518.86143211 154.65718125 585.99009719 260.09148514],person,270
4213,[199.12165856 153.97623798 258.74109055 298.47251937],person,298
4213,[446.69322243  66.9873312  482.51325549 132.99724379],person,299
4213,[604.11092008 110.87941662 640.19198686 319.50329779],person,312
4213,[305.71531985  64.1047119  346.36564989 148.08621788],person,317
4213,[344.35267659  55.38396397 383.90945975 142.66420618],person,320
4213,[ 89.34299122 104.97424127 153.77750452 240.9546298 ],person,325
4213,[207.91179469 224.49198413 326.18995306 353.80967565],chair,331
4214,[513.63925653 115.01047766 596.20691021 359.98846634],person,185
4214,[175.99068351 196.2483761  235.66243439 313.94968165],person,210
4214,[218.83306446  52.76604819 260.83941092 137.99825582],person,247
4214,[525.43482788 160.44237181 582.52142571 249.91532817],person,270
4214,[199.58719699 153.99820099 259.03315076 298.17086732],person,298
4214,[446.50025559  67.01948893 482.60992313 132.99748583],person,299
4214,[177.34058868 133.91096309 392.56161007 188.97638676],dining table,307
4214,[606.17344392 111.68070317 640.74583358 313.24272559],person,312
4214,[305.20390593  64.61791455 345.41711619 148.12673696],person,317
4214,[343.31640746  54.33754766 383.4264004  142.90877598],person,320
4214,[ 87.5267873  103.77964285 153.44881987 241.66507885],person,325
4214,[209.00220053 224.80418162 327.33705194 353.9741964 ],chair,331
4215,[517.33903172 113.78863304 600.11695277 360.00559223],person,185
4215,[176.72689313 196.06864925 236.43071498 313.27001053],person,210
4215,[218.69888047  52.9228558  260.52993401 137.99846879],person,247
4215,[529.56633754 162.15946548 582.81603022 245.73692522],person,270
4215,[112.84276761  24.95591763 140.27033602  63.03643601],person,284
4215,[199.11061652 154.00576219 258.47016787 298.0564877 ],person,298
4215,[446.06034231  67.02893121 482.3472553  132.99775194],person,299
4215,[177.19513341 133.93742509 392.61597736 189.05395709],dining table,307
4215,[603.76486919 116.75807526 637.2420967  305.66594786],person,312
4215,[304.18301036  64.16918141 344.57113976 148.1299938 ],person,317
4215,[342.57644105  51.99196037 384.23419543 144.30485473],person,320
4215,[ 86.74995848 102.00587501 153.43281178 241.26969389],person,325
4215,[206.53161315 224.92557613 325.42039546 353.37254091],chair,331
4216,[520.08790987 111.415723   604.14795765 360.0111492 ],person,185
4216,[176.91153589 196.00543712 237.45039361 314.35872028],person,210
4216,[218.67421568  52.98154312 260.3877896  137.99865171],person,247
4216,[534.77400615 161.37204911 587.26537719 243.64425072],person,270
4216,[113.11172382  24.99525796 140.58887335  63.00770043],person,284
4216,[199.17225811 154.66929999 258.0143595  297.35226124],person,298
4216,[446.22287927  67.03000146 482.5788583  132.99800699],person,299
4216,[601.34664367 110.24097294 637.48712047 311.49203089],person,312
4216,[303.52847572  63.3480612  343.22291536 146.15552504],person,317
4216,[342.43739628  51.11183634 384.4063923  144.83371887],person,320
4216,[ 87.07013644 102.64371234 152.82848953 239.79919829],person,325
4216,[207.54248438 225.63363028 326.08195203 353.14050176],chair,331
4217,[523.96550295 111.221315   609.33328149 360.01235622],person,185
4217,[176.35753075 195.32437956 237.13473682 314.109037  ],person,210
4217,[218.31055218  53.00276463 260.02927592 137.99881131],person,247
4217,[540.22069167 160.41909102 593.2337184  243.60652908],person,270
4217,[113.12031909  25.02507199 140.56629976  62.9944343 ],person,284
4217,[199.06663304 154.9187975  257.9725577  297.75110647],person,298
4217,[446.2648294   67.0281633  482.68484554 132.99823949],person,299
4217,[600.18823347  95.44998229 639.23556978 313.46537494],person,312
4217,[303.58977007  64.3627156  341.76017536 144.06991447],person,317
4217,[342.08107124  51.44317223 383.48838768 144.38297261],person,320
4217,[ 85.6177408   99.56988878 153.53038433 241.22650689],person,325
4217,[308.53931859  69.70302131 345.06143105 143.01885238],handbag,330
4217,[208.510948   225.2377298  327.76911538 353.7140875 ],chair,331
4218,[527.54889822 113.83489567 612.41769775 358.70002219],person,185
4218,[176.42752479 195.06867412 236.73249779 312.69703132],person,210
4218,[218.40996067  52.34867771 260.32146927 137.99895185],person,247
4218,[542.88605168 160.22808935 595.53708852 242.85343134],person,270
4218,[ -5.7004098  176.89061887  86.09661013 359.63760894],person,297
4218,[199.54300548 155.6706075  258.10545829 297.24132982],person,298
4218,[446.01130646  66.36406867 482.99214426 132.99844714],person,299
4218,[597.50645408  78.90217699 640.85713144 323.33075328],person,312
4218,[302.7899351   62.74958778 343.40280648 148.63566359],person,317
4218,[341.79018838  51.6020111  383.29410687 144.85186359],person,320
4218,[ 83.57603052  96.47588831 153.99910582 243.06153065],person,325
4218,[299.69844019  67.95787132 333.11183533 135.03333978],handbag,330
4218,[210.74290728 225.08757098 330.50801153 354.58714589],chair,331
4219,[529.86889876 113.5761674  615.82988233 358.85892274],person,185
4219,[176.28071575 194.97687982 236.75427571 312.82715151],person,210
4219,[218.10635726  52.10217601 260.11771691 137.99907021],person,247
4219,[ -5.29147037 179.91056232  85.06169848 362.59486451],person,297
4219,[198.99051532 155.28549358 257.5626484  297.0507293 ],person,298
4219,[446.49132843  66.77202438 483.18888066 132.99862026],person,299
4219,[599.44476192  89.55272534 639.14563155 310.80048652],person,312
4219,[302.19510228  62.81646981 343.65642903 150.91255466],person,317
4219,[341.67283853  51.02780118 383.23839275 145.02333285],person,320
4219,[ 85.65458548  98.54794    154.57972547 242.46298386],person,325
4219,[211.26597595 225.68839538 329.90041816 353.5977832 ],chair,331
4220,[535.76934903 110.22128969 625.14367506 359.58091735],person,185
4220,[176.31089564 194.28641743 236.67932538 312.22209264],person,210
4220,[217.75872762  52.6701234  259.61669164 137.99917877],person,247
4220,[572.51310532 157.40881854 624.35107716 240.19352015],person,270
4220,[112.94725836  25.0128237  141.01295206  63.88293636],person,284
4220,[ -4.52778005 176.45065666  86.85608408 363.26972731],person,297
4220,[199.20180178 155.13555697 257.60500982 296.32068873],person,298
4220,[446.43548661  66.26662593 483.49946981 132.99879045],person,299
4220,[599.22780483  87.22052901 638.95986607 308.72199074],person,312
4220,[302.6433735   62.85454616 344.39626697 152.4479675 ],person,317
4220,[342.9558349   52.78777455 383.20828706 144.42766904],person,320
4220,[ 85.61832336  98.73175303 154.36939861 242.87513442],person,325
4220,[208.45939917 225.91721654 328.02350903 353.87682321],chair,331
4221,[537.21096394 108.33473049 629.32119888 359.8554226 ],person,185
4221,[176.07327172 194.03136877 236.90247609 313.32233235],person,210
4221,[217.9766661   52.88808075 259.74412362 137.99927995],person,247
4221,[582.7028408  156.98283246 633.99459573 239.78437807],person,270
4221,[112.74404728  24.32922126 141.24854315  63.98708106],person,284
4221,[  0.42148331 174.95891753  95.55017696 362.74267692],person,297
4221,[198.76688052 155.07459692 257.47719678 296.71309303],person,298
4221,[446.16800907  66.73590758 483.19906872 132.99892721],person,299
