frame_num,bbox,class,id
2144,[180.90204063 137.34193435 390.08906056 201.00966013],dining table,163
2145,[231.38787384  53.4265465  270.94488834 140.99793905],person,86
2145,[266.77319699  63.44592867 331.46459098 148.42474411],person,123
2145,[198.67466975 154.5545077  263.73355169 300.43773561],person,133
2145,[177.66743518 197.26358863 237.02665481 313.95916236],person,146
2145,[ 78.3741575  134.08936268 141.69719761 222.33027621],person,150
2145,[180.66644139 137.1038953  390.32106125 201.00917407],dining table,163
2146,[230.83308269  51.12212326 271.32571893 140.99816877],person,86
2146,[266.27855264  62.4923359  331.77897849 148.80774857],person,123
2146,[198.68921596 154.21013736 263.4186401  299.49632942],person,133
2146,[177.56106109 197.10091075 237.93245688 315.97920887],person,146
2146,[ 78.44651523 134.02992855 141.60637758 222.19335996],person,150
2146,[180.85006636 137.01507075 390.79610612 201.008333  ],dining table,163
2147,[231.27675779  52.21405718 271.46491116 141.65082114],person,86
2147,[266.57045766  63.43652442 331.42049319 148.95467897],person,123
2147,[199.12226519 155.40383886 264.20146906 301.79300867],person,133
2147,[177.97318103 197.03874866 238.48227028 316.08109245],person,146
2147,[ 79.18906391 134.66647267 141.512501   221.47205047],person,150
2147,[179.35279669 136.98372265 393.20296236 202.32636047],dining table,163
2148,[230.84303343  49.36201074 272.11957578 141.90326149],person,86
2148,[267.12766551  64.46608161 330.84150422 148.3471933 ],person,123
2148,[199.85610566 155.18982914 264.58563869 300.67547414],person,133
2148,[177.98230022 197.01449145 238.18571684 315.45104676],person,146
2148,[ 79.73712395 134.90845993 141.20757069 220.52627925],person,150
2148,[181.11962078 137.62819535 390.46743107 201.51206689],dining table,163
2149,[231.48129793  51.54773903 271.56045652 141.99614995],person,86
2149,[266.44727847  62.85898527 331.51716257 148.78038458],person,123
2149,[200.12038921 154.43998325 264.74375423 299.58149248],person,133
2149,[178.14392016 197.66573839 235.93191788 311.23916187],person,146
2149,[ 80.66593882 133.00142355 139.69940346 215.51369445],person,150
2149,[181.748361   137.88023701 389.45716029 201.18958119],dining table,163
2150,[231.32660574  49.78533557 271.73786593 141.36672047],person,86
2150,[265.75727044  61.60938695 331.55147408 148.93989232],person,123
2150,[200.10809722 154.15455041 264.90868344 299.16945996],person,133
2150,[178.91448031 198.584865   235.70780168 309.62881116],person,146
2150,[ 79.74274027 134.29910007 140.39797498 219.01301228],person,150
2150,[182.2995742  137.9735527  389.42630903 201.0676166 ],dining table,163
2151,[231.56664802  49.13602394 272.15773771 141.7857411 ],person,86
2151,[265.8686252   61.13602113 331.84740778 148.99909343],person,123
2151,[199.59770306 154.70847651 264.14602562 299.01774452],person,133
2151,[179.41317969 198.91841237 235.41712895 307.71043051],person,146
2151,[ 80.03041603 132.79318822 138.71023163 215.01523311],person,150
2151,[182.47126372 138.00692888 389.44976126 201.02163846],dining table,163
2152,[232.13828402  48.90271971 272.48697111 141.29008943],person,86
2152,[265.97483073  60.96333552 331.90213237 149.01949878],person,123
2152,[199.66821398 154.91757947 264.25206444 298.96522246],person,133
2152,[178.96720609 199.0345961  235.27366523 307.69415636],person,146
2152,[113.06970963  24.99957547 140.93026968  63.00001633],tvmonitor,148
2152,[ 80.03712874 134.89288432 140.17358658 218.84398275],person,150
2152,[182.40678827 138.0177024  389.58592644 201.00452668],dining table,163
2153,[231.98663583  48.8304287  272.31792399 141.75596442],person,86
2153,[266.77378946  62.22179805 331.82466023 149.02508015],person,123
2153,[199.49362178 154.33186366 264.49208223 299.61235228],person,133
2153,[178.93181761 198.40341789 235.76380763 307.70987594],person,146
2153,[113.06954896  24.9991555  140.93041393  63.0000293 ],tvmonitor,148
2153,[ 79.49152776 135.0019585  140.59845562 220.25229576],person,150
2153,[181.46393031 138.02004706 390.55356216 201.66023774],dining table,163
2154,[231.83665923  48.81680869 271.68102904 141.27541257],person,86
2154,[266.26448854  61.38670576 331.94860813 149.02490267],person,123
2154,[199.08588824 154.11041013 264.26351774 299.85841909],person,133
2154,[178.620738   198.82712735 236.24923665 309.06452467],person,146
2154,[ 78.18098648 134.38134194 141.20355618 222.76016634],person,150
2154,[179.77213491 137.36069547 391.59382738 201.90628627],dining table,163
2155,[231.31537901  49.48554055 270.57587618 141.09055804],person,86
2155,[265.95801238  60.42020504 332.1105331  149.02336412],person,123
2155,[199.31631827 154.02692394 264.45069357 299.95258134],person,133
2155,[177.83685533 198.32060873 236.43926485 310.25160269],person,146
2155,[ 76.97979    134.14408474 142.13770059 226.30580548],person,150
2155,[181.22277505 137.76685716 390.55168375 201.34040999],dining table,163
2156,[230.71497121  48.42829714 270.55752783 141.68254321],person,86
2156,[266.68289311  60.71608333 332.64398661 149.02126406],person,123
2156,[199.43666702 153.99657805 264.489345   299.98805785],person,133
2156,[178.33505348 198.78514529 236.37878356 309.38908423],person,146
2156,[ 76.59815322 134.69795775 141.77229318 227.6558408 ],person,150
2156,[181.8021943  137.92436034 390.12988016 201.11958967],dining table,163
2157,[231.26220797  49.35126132 270.43747751 141.24863377],person,86
2157,[265.90000561  60.17979972 331.93028961 149.01888055],person,123
2157,[199.38551908 153.986519   264.59988517 300.66129398],person,133
2157,[178.32772809 198.29585442 237.22251681 310.39359424],person,146
2157,[113.05088357  24.99978998 140.94910787  63.00000675],tvmonitor,148
2157,[ 77.66089785 134.26359451 141.07115227 224.89691783],person,150
2157,[181.6705684  137.98289397 389.65686402 201.03655804],dining table,163
2158,[231.74298375  51.70744318 270.12765178 141.74228574],person,86
2158,[265.48426876  59.98429327 331.77860972 149.67452488],person,123
2158,[199.15201911 153.984025   264.1954222  300.25497517],person,133
2158,[178.30528675 198.11137893 237.55699274 310.77226281],person,146
2158,[113.05080029  24.99958286 140.94918339  63.00001288],tvmonitor,148
2158,[ 79.27731245 134.75345591 140.92338289 222.46841365],person,150
2158,[182.51878694 138.0039021  388.58080803 200.34378906],dining table,163
2159,[232.33219215  52.6010521  270.27219144 141.26245035],person,86
2159,[266.0135026   59.91816602 331.69317037 149.26524089],person,123
2159,[198.77918838 153.98439491 263.66462084 300.09773223],person,133
2159,[177.02569521 197.38108973 237.63466872 312.89572645],person,146
2159,[ 78.9369295  134.93740339 141.1536475  223.53580716],person,150
2159,[181.87823022 138.01063312 389.13691921 200.74833617],dining table,163
2160,[232.10764579  52.92948053 270.1049433  141.74908345],person,86
2160,[266.31652214  59.90201372 331.56420355 149.10513405],person,123
2160,[198.53768299 153.98564881 263.56751174 300.69811545],person,133
2160,[177.83573358 198.41372014 237.02449656 311.07945218],person,146
2160,[ 79.68231703 134.3444947  141.68377779 222.60584636],person,150
2160,[182.13678464 138.01222864 390.17055403 200.9017761 ],dining table,163
2161,[231.76695814  53.04480579 269.63631812 141.266551  ],person,86
2161,[266.23918593  59.9035339  331.04969562 149.04310849],person,123
2161,[197.54037117 153.9870673  262.46362888 300.92337572],person,133
2161,[178.13693705 198.15354656 236.80412129 309.69928647],person,146
2161,[ 79.29986593 134.11654617 141.22605419 222.24318079],person,150
2161,[180.28603361 137.35098761 392.51072735 201.6219512 ],dining table,163
2162,[231.7260279   53.74455856 269.3735752  141.08340347],person,86
2162,[266.31634953  59.91096952 330.75045708 149.01891452],person,123
2162,[198.35018217 153.9884929  263.50515006 301.00559047],person,133
2162,[177.23905165 198.05527132 237.7333284  313.16874414],person,146
2162,[ 80.47838076 132.7085083  137.74095365 214.16889311],person,150
2162,[178.94212294 137.10256956 392.72433473 201.89226244],dining table,163
2163,[231.66987493  53.99868017 269.32034414 141.01557169],person,86
2163,[266.3470405   59.91992297 330.63942714 149.00932224],person,123
2163,[198.7075663  153.98981457 263.86035423 301.03313094],person,133
2163,[177.30941661 198.01872503 237.67506251 313.14655913],person,146
2163,[ 79.05137148 132.85063682 139.64001254 219.24592943],person,150
2163,[180.61309585 137.66641319 390.61565945 201.33631905],dining table,163
2164,[231.99178968  54.08395409 269.62730429 140.99168999],person,86
2164,[266.39653277  59.92876604 330.56360742 149.00538661],person,123
2164,[199.50610066 154.65123197 263.99551237 299.71962598],person,133
2164,[178.24559253 198.66295476 237.40258934 311.15195213],person,146
2164,[113.38402987  24.99991276 141.56340433  63.00000261],tvmonitor,148
2164,[ 78.32188432 133.55272423 139.87910437 221.65199034],person,150
2164,[181.47430889 137.88555676 390.25021182 201.11959636],dining table,163
2165,[232.00768581  54.10639287 269.85097957 140.98427954],person,86
2165,[266.34124213  59.27671707 330.61284521 149.00365846],person,123
2165,[199.37665012 154.23825812 264.47979299 300.54688752],person,133
2165,[177.54195974 198.24351501 237.02937261 311.7116959 ],person,146
2165,[113.42296281  24.99983518 141.60250972  63.00000486],tvmonitor,148
2165,[ 78.28683224 133.83069048 140.38433661 222.58970766],person,150
2165,[180.80577384 137.30489234 391.10543442 201.03804484],dining table,163
2166,[231.66986284  54.10604119 269.61668828 140.98295268],person,86
2166,[266.52682583  59.69369226 330.42828283 149.0028219 ],person,123
2166,[198.43305348 154.74256722 262.91475581 300.19684267],person,133
2166,[176.88570442 196.76789894 237.28630811 312.57820761],person,146
2166,[ 78.83124767 133.93901461 140.68360213 222.28557174],person,150
2166,[180.11927973 137.08758344 390.54268211 201.00782959],dining table,163
2167,[231.7973357   54.09805789 269.93784723 140.9837696 ],person,86
2167,[266.41771872  59.19829253 330.54126084 149.00231664],person,123
2167,[199.14401936 154.27131494 263.8973394  300.06283888],person,133
2167,[177.66057152 196.21241592 238.32840318 312.90263611],person,146
2167,[ 78.75057058 133.98063801 140.42918244 222.1597044 ],person,150
2167,[180.08290487 137.00718028 390.76481006 200.99696947],dining table,163
2168,[232.45685365  54.0881161  270.77418445 140.98524486],person,86
2168,[266.61586275  59.67493268 330.34718227 149.00198926],person,123
2168,[199.5379287  154.09260462 264.80528554 300.6737738 ],person,133
2168,[177.55196588 197.31879465 237.82338094 313.02132353],person,146
2168,[ 78.73712283 133.33598987 140.31588454 221.44531579],person,150
2168,[180.99500913 137.63927088 389.92701625 200.99349837],dining table,163
2169,[232.49911568  54.7403769  270.63188106 140.98683004],person,86
2169,[268.95791647  63.82919684 329.99308134 148.34049426],person,123
2169,[199.07802379 154.02529656 264.43519125 300.90454517],person,133
2169,[178.3007477  198.41000822 237.49652845 311.73873599],person,146
2169,[ 79.14208152 133.75300685 139.86405175 220.51040487],person,150
2169,[179.38349199 137.21835593 391.56984088 201.65578218],dining table,163
2170,[232.48359615  54.98011837 270.60341861 140.9884044 ],person,86
2170,[267.63347293  62.0415476  330.72851896 149.4390871 ],person,123
2170,[198.60007963 154.66041189 263.27342653 300.33017843],person,133
2170,[177.37863779 197.4942806  237.24642158 312.57794084],person,146
2170,[ 79.16173706 133.24925862 140.4924658  220.81835483],person,150
2170,[179.70599537 137.06156501 390.60384108 201.24563804],dining table,163
2171,[232.73290605  55.0622968  270.99622137 140.98977844],person,86
2171,[266.49553408  60.0867789  330.3404161  149.17307821],person,123
2171,[199.27680416 154.23921922 263.96147505 300.11009212],person,133
2171,[177.87367314 198.47036364 236.97494097 311.57184145],person,146
2171,[ 77.60205239 133.72204537 140.97494849 224.8905373 ],person,150
2171,[180.59574817 137.66380315 389.47042053 201.08641733],dining table,163
2172,[232.90069617  55.74815703 271.06482449 140.99098932],person,86
2172,[266.18562246  59.33683544 330.06575801 149.06922021],person,123
2172,[199.17433531 154.07996508 263.91813935 300.02790079],person,133
2172,[177.28142928 198.84569801 236.32668612 311.84721139],person,146
2172,[ 77.53863879 133.90067505 140.63402883 225.11578242],person,150
2172,[182.50678682 137.89342689 388.79894255 200.36247107],dining table,163
2173,[232.49324368  55.33385869 270.88993103 140.9921091 ],person,86
2173,[266.50486383  61.02728863 328.86960737 149.02839029],person,123
2173,[198.40605207 154.68095613 262.64775349 299.99799237],person,133
2173,[178.52192125 197.65829026 237.93760859 311.28824915],person,146
2173,[ 76.82317254 134.62697985 141.19572491 228.46518373],person,150
2173,[180.25119984 137.31304579 391.52412743 201.42286936],dining table,163
2174,[232.73344571  55.17122077 271.08844268 140.33147792],person,86
2174,[266.9898268   61.68173036 328.72120873 149.01214488],person,123
2174,[198.86864997 154.24634453 263.4019598  300.65010402],person,133
2174,[177.53689568 196.54945333 238.01611742 313.05946025],person,146
2174,[ 77.55551219 134.90047588 141.05881944 227.76614659],person,150
2174,[179.25576419 137.0982476  392.03602834 201.81557105],dining table,163
2175,[232.90039886  55.76636111 271.0832893  140.08280094],person,86
2175,[267.2160229   61.92446845 328.62873153 149.00581834],person,123
2175,[198.59353844 154.08204849 263.48031961 301.5546775 ],person,133
2175,[176.91114304 195.48037203 237.6425136  313.07114297],person,146
2175,[ 78.76157017 135.00270257 140.74803043 225.48631697],person,150
2175,[180.57494559 137.67434109 389.87190188 201.30697406],dining table,163
2176,[232.77545112  55.3190238  271.26371205 139.99298123],person,86
2176,[267.13991861  61.34899607 328.76108431 149.00326678],person,123
2176,[198.64621903 154.02018007 263.35526188 301.23636399],person,133
2176,[177.56574471 195.7325451  237.25857446 311.75785579],person,146
2176,[ 76.88332127 134.37242874 140.97570166 228.57995684],person,150
2176,[179.76598993 137.23335198 391.68431708 201.77232332],dining table,163
2177,[232.68608923  55.14652774 271.36921048 139.96309044],person,86
2177,[267.36364096  61.79017542 328.56315651 149.00217932],person,123
2177,[198.78165455 153.99761601 263.19512473 301.11011847],person,133
2177,[178.21364352 196.5022903  237.37886727 311.24904395],person,146
2177,[ 76.50499518 134.13994678 141.39886874 230.35804107],person,150
2177,[179.37886212 137.0692682  391.78836988 201.94443358],dining table,163
2178,[232.20170057  55.07735708 271.19322204 140.61745671],person,86
2178,[267.28001547  61.29332017 328.66131152 149.00163891],person,123
2178,[199.05242088 154.65054563 262.91765068 300.39885932],person,133
2178,[178.43371127 197.46196482 236.78524764 310.39593523],person,146
2178,[ 78.29318263 133.3982069  140.28380239 225.16784427],person,150
2178,[179.20824759 137.00809755 391.84995495 202.0073438 ],dining table,163
2179,[231.74044745  55.04854513 270.74322311 140.86625696],person,86
2179,[267.29404611  61.10466432 328.65617741 149.00134467],person,123
2179,[199.55830951 154.23535461 263.73760792 300.7904892 ],person,133
2179,[178.76883271 198.49130399 236.97315352 310.74443132],person,146
2179,[ 79.18261457 133.77483357 139.6655162  223.08768206],person,150
2179,[180.85288457 137.64547194 389.50503696 201.36943558],dining table,163
2180,[231.87741864  55.03516244 270.9205755  140.9607424 ],person,86
2180,[267.53801646  61.69315926 328.41888799 149.00114588],person,123
2180,[199.47594147 154.07881893 263.65681092 300.93732758],person,133
2180,[178.63774809 197.54469195 237.29829913 310.87972684],person,146
2180,[ 79.18453025 133.91635016 139.76472582 222.98607438],person,150
2180,[181.82150474 137.89006653 388.9351771  201.12336234],dining table,163
2181,[231.65037651  55.02804478 270.60897806 140.99571731],person,86
2181,[267.45243495  61.25347684 328.51011698 149.00098858],person,123
2181,[199.22350576 154.01984357 263.18397506 300.3317293 ],person,133
2181,[178.38249939 197.84832859 236.96332328 310.93342725],person,146
2181,[ 77.77010932 133.3049989  139.88793557 224.94544334],person,150
2181,[182.0681816  137.98008238 388.83979348 201.03189794],dining table,163
2182,[231.87488492  55.02359203 270.84306771 141.00790691],person,86
2182,[267.37001005  61.74715787 327.93689385 149.00086909],person,123
2182,[199.24610317 154.65988371 262.88474323 300.10139171],person,133
2182,[178.41688477 197.96292461 236.7021533  310.2948001 ],person,146
2182,[ 79.37435212 133.73388616 139.77077552 222.39839355],person,150
2182,[182.08934226 138.01185482 388.87625362 200.99877389],dining table,163
2183,[231.96049418  55.0203714  270.93359865 141.01147306],person,86
2183,[267.37847785  61.93380621 327.68281542 149.00076035],person,123
2183,[198.99143841 153.57647626 263.03614234 300.01598148],person,133
2183,[177.84603752 198.0043814  238.514323   314.70113195],person,146
2183,[ 79.54279231 133.23628448 140.18774459 222.07139397],person,150
2183,[181.38407612 138.02170918 390.2659786  201.65017268],dining table,163
2184,[231.99272319  55.01780242 270.96883478 141.01185253],person,86
2184,[267.61460264  62.00170822 327.35921195 148.33872147],person,123
2184,[199.43307101 153.8296493  263.21726602 299.32615936],person,133
2184,[178.13006108 198.01861747 238.68978516 314.37724423],person,146
2184,[ 78.70056329 133.71734957 140.5805082  224.60916122],person,150
2184,[179.90914551 137.36429141 391.33781143 201.89514797],dining table,163
2185,[232.41452872  55.01563991 271.23331026 140.35052584],person,86
2185,[267.70499677  61.36069526 327.90516581 148.75325335],person,123
2185,[199.28455635 153.92876859 263.60404027 301.05425226],person,133
2185,[178.37059758 198.02184105 238.62192837 313.57488971],person,146
2185,[ 79.1937252  134.55522778 139.9168278  223.59147809],person,150
2185,[180.10227066 137.11444164 390.33289803 201.32916952],dining table,163
2186,[231.71165511  54.35097698 270.86977698 140.76276691],person,86
2186,[267.4363988   60.46104299 327.75571163 148.25078921],person,123
2186,[199.15308704 153.30864605 263.82386863 301.70374809],person,133
2186,[177.70713928 198.02126071 238.68363038 315.24141254],person,146
2186,[ 78.9694774  134.87869035 140.07330603 224.52438324],person,150
2186,[181.6234483  137.68104483 389.16151795 201.110305  ],dining table,163
2187,[231.61625343  54.76057738 270.56529614 140.91810708],person,86
2187,[267.37625494  60.12043763 327.65922292 148.06105525],person,123
2187,[199.28022677 153.73248484 263.72858949 301.94688213],person,133
2187,[177.54715292 198.01981463 238.61383056 315.20259949],person,146
2187,[ 79.56640193 134.33537831 139.45075951 221.56748315],person,150
2187,[181.58764717 137.23355468 389.99572716 201.02786976],dining table,163
2188,[231.605973    54.91848119 270.42555236 140.97728638],person,86
2188,[267.01488082  59.99572436 327.30487381 147.99202731],person,123
2188,[198.73431137 153.89718749 262.9651855  301.37393599],person,133
2188,[177.39555895 198.01779718 239.33327628 317.14976862],person,146
2188,[ 79.8717901  133.45473464 139.80378166 220.43775303],person,150
2188,[181.09142069 137.06656395 390.12984607 200.99807178],dining table,163
2189,[231.49861646  54.31706695 270.47974361 140.99900462],person,86
2189,[267.07326765  59.29356798 327.64001486 147.96914271],person,123
2189,[199.28591677 153.96074826 263.23956772 300.49041037],person,133
2189,[177.71905532 198.0160316  239.22209861 315.90866553],person,146
2189,[ 80.5977667  133.1295636  139.98470614 218.70058409],person,150
2189,[180.40351124 137.00494531 391.33866577 201.64823653],dining table,163
2190,[231.6186244   54.749463   270.3430403  141.00648168],person,86
2190,[266.96429571  59.69215334 327.24446439 147.96339025],person,123
2190,[198.77035796 153.98516353 262.74525421 300.8174134 ],person,133
2190,[177.93953425 198.01407458 239.07868743 314.74986061],person,146
2190,[ 80.37145309 133.67856354 139.87967353 218.73217709],person,150
2190,[180.70625049 136.98352389 390.5735884  201.2363268 ],dining table,163
2191,[231.30514483  54.91562497 269.99260314 141.00850471],person,86
2191,[267.11435366  59.1906703  327.56771501 147.96430608],person,123
2191,[198.48333633 153.99446774 262.65416411 301.60155998],person,133
2191,[177.47618931 197.35025617 238.90460471 314.9640221 ],person,146
2191,[ 80.8343017  134.55174352 139.95431952 218.09592813],person,150
2191,[182.16988593 137.63870088 389.59173907 201.07761811],dining table,163
2192,[231.05229478  54.31681143 269.9990087  141.00857563],person,86
2192,[266.84200765  59.66570562 327.36388923 148.62582277],person,123
2192,[198.53775369 153.99802185 262.46139773 301.23692227],person,133
2192,[178.10909689 198.41892166 239.34745824 315.03938805],person,146
2192,[ 79.41392296 134.20942516 140.90101894 221.22505914],person,150
2192,[181.36011836 137.88772702 389.91858832 201.6819476 ],dining table,163
2193,[231.08898807  54.75049449 269.87485727 141.00802734],person,86
2193,[267.51818372  61.17032574 327.16971059 148.87843858],person,123
2193,[198.71707819 153.33838727 262.89622768 301.75614716],person,133
2193,[177.25342177 197.50314085 239.28669876 315.72370125],person,146
2193,[ 80.7052801  132.77366606 138.77937875 215.16947285],person,150
2193,[180.68407102 137.31920246 389.75253871 201.2472405 ],dining table,163
2194,[231.47648576  54.91695965 270.1220588  141.00720964],person,86
2194,[267.30670976  60.4185355  326.90578285 148.30997431],person,123
2194,[199.12510554 153.74940784 262.72343981 300.63234662],person,133
2194,[176.63514947 198.47375326 240.21586284 319.91846171],person,146
2194,[ 81.32099049 134.90918911 139.85765052 216.84752003],person,150
2194,[181.42799091 137.76305219 388.69060566 201.08147478],dining table,163
2195,[230.98073252  54.9793427  269.53910075 141.00641092],person,86
2195,[267.18023553  60.13606848 326.8570696  148.09681534],person,123
2195,[199.7899377  154.57149179 262.81317404 299.5381617 ],person,133
2195,[176.77362003 198.18948977 238.23724316 315.62714342],person,146
2195,[ 80.90033444 133.67711914 137.54748558 212.7944211 ],person,150
2195,[181.94699666 137.93167173 388.71822945 201.01906803],dining table,163
2196,[230.8110063   55.00197617 269.30567023 141.00567575],person,86
2196,[267.50911131  61.35193022 326.46605346 148.01746358],person,123
2196,[199.50783871 154.21611298 263.37949282 300.45840661],person,133
2196,[176.66283789 198.07455392 238.95855018 317.2461736 ],person,146
2196,[ 81.67542305 132.53479378 137.09379943 209.95053584],person,150
2196,[182.35332336 137.9934774  389.18320871 200.99664322],dining table,163
2197,[231.5815669   54.34841553 270.37324466 141.00501345],person,86
2197,[267.11685508  61.14907912 326.17467314 147.98940127],person,123
2197,[199.60759092 154.08200052 263.38329579 300.80457816],person,133
2197,[177.92631953 198.68895041 237.26535313 311.92093782],person,146
2197,[ 79.07983309 134.14483572 139.81240101 219.0714319 ],person,150
2197,[182.03679227 138.01482629 388.5032176  200.98931362],dining table,163
2198,[231.59138496  54.10208867 270.40162803 141.00445013],person,86
2198,[266.97609478  61.07061107 326.06497561 147.98061734],person,123
2198,[199.71458275 154.69057246 262.65196224 299.61624239],person,133
2198,[178.08254392 198.25206667 236.94681527 310.52038428],person,146
2198,[ 79.44802786 131.49354781 139.48770266 215.8598776 ],person,150
2198,[182.26653839 138.0209572  388.55897133 200.98761872],dining table,163
2199,[230.95984906  54.0106986  269.72783807 141.00393147],person,86
2199,[267.31372535  61.70049173 325.63957992 147.31745258],person,123
2199,[199.26472248 154.92086722 262.19735637 299.82964613],person,133
2199,[177.69319299 198.0914438  236.61295413 310.69041423],person,146
2199,[ 78.47681223 133.06254198 140.48084179 220.49416771],person,150
2199,[182.67186551 138.02149354 388.92474615 200.98795378],dining table,163
2200,[230.86891943  54.63861351 269.32452498 141.00346828],person,86
2200,[267.41392987  61.93654935 325.5139991  147.06874126],person,123
2200,[199.09474789 155.00411583 262.02997191 299.91346248],person,133
2200,[177.86272379 198.03121598 236.84349195 310.76873939],person,146
2200,[ 78.13839742 131.70398264 142.12964867 222.23202272],person,150
2200,[182.18592855 137.35855154 390.36278382 200.98895027],dining table,163
2201,[231.00311279  54.21698568 269.67024353 141.00304103],person,86
2201,[266.84079884  60.69112541 326.08383808 147.64494126],person,123
2201,[199.35117238 154.37019357 262.97389134 300.60991021],person,133
2201,[178.01055862 198.00858607 237.51592569 312.13940923],person,146
2201,[ 78.18478521 131.18313529 141.94158663 221.59611515],person,150
2201,[180.76705615 137.10872664 391.47766312 201.6486273 ],dining table,163
2202,[231.049641    54.05911324 269.80869345 141.00269399],person,86
2202,[267.03187581  60.22583461 326.55328677 147.86218456],person,123
2202,[199.13690743 154.12942538 262.98315278 300.87331706],person,133
2202,[177.28718535 197.34048399 238.54980787 315.30221359],person,146
2202,[ 77.85565212 132.29605645 142.21124337 223.94325793],person,150
2202,[182.17879591 137.67211423 389.94522837 201.24216596],dining table,163
2203,[231.06356251  54.00110855 269.86801615 141.00237949],person,86
2203,[268.08722625  59.39147465 329.04664097 148.60515358],person,123
2203,[199.48522466 154.03790122 263.21577608 299.65314851],person,133
2203,[176.42838465 197.08978724 238.22008735 316.49371723],person,146
2203,[ 77.23906017 132.07334664 142.15122422 224.8230475 ],person,150
2203,[182.76526423 137.89099469 389.30711176 201.08375636],dining table,163
2204,[230.7831358   53.9813141  269.51818727 141.0020991 ],person,86
2204,[267.54868359  59.73415109 328.96148741 149.5415005 ],person,123
2204,[199.46317908 154.00397558 263.45782211 300.51379026],person,133
2204,[177.10248483 196.99641743 238.39592773 315.63400816],person,146
2204,[ 75.13828266 131.33916439 142.68730566 229.05211458],person,150
2204,[182.31808588 137.97262279 388.40660344 201.02433319],dining table,163
2204,[ 86.95506087  59.44826192 116.85414996 139.0166709 ],person,168
2205,[230.98151812  53.97594737 269.74409623 141.00185134],person,86
2205,[267.05367109  59.87142794 327.89168252 149.24036501],person,123
2205,[199.73394727 154.65174554 263.26711168 300.17898053],person,133
2205,[176.67452562 196.96488653 238.49493604 317.26730885],person,146
2205,[ 76.17386331 131.06324929 142.34311373 227.43296677],person,150
2205,[182.14484392 138.00217625 388.07236296 201.00250331],dining table,163
2205,[ 87.44604111  58.95331706 117.42900423 139.04925817],person,168
2206,[230.48766492  53.97587058 269.08117214 141.00163282],person,86
2206,[267.21714387  59.92813613 327.78156741 149.11919666],person,123
2206,[198.80986012 153.57381942 262.89370169 300.71386708],person,133
2206,[177.83725662 197.6112122  238.51907689 315.90821875],person,146
2206,[ 76.44417924 130.96189348 141.70318835 226.73713994],person,150
2206,[181.52829925 137.35031369 389.16312878 200.9949362 ],dining table,163
2206,[ 88.07608424  59.56004261 117.10937485 137.58666699],person,168
2207,[230.6297997   53.97759622 269.16545519 141.00144009],person,86
2207,[267.50656771  59.95253427 328.17009469 149.06950346],person,123
2207,[198.74953633 153.8280181  262.46678825 300.25616843],person,133
2207,[178.1321505  197.86370975 238.0196108  314.04515642],person,146
2207,[ 76.2108233  131.58566833 141.79932982 228.41546887],person,150
2207,[180.29337831 137.10491714 390.5800892  201.65141009],dining table,163
2207,[ 88.421574    59.29506455 117.44175571 137.28646051],person,168
2208,[230.8270027   54.64034456 269.05998461 141.00127006],person,86
2208,[268.90169623  60.62404386 329.00812664 148.38781698],person,123
2208,[199.06340365 153.2666214  263.29309288 300.74189718],person,133
2208,[177.5199753  197.29422364 239.21611548 317.32749797],person,146
2208,[ 76.80006903 131.82621396 141.81499791 228.37865417],person,150
2208,[180.00244283 137.013656   390.94196143 201.90006292],dining table,163
2209,[230.62346741  54.89208046 268.64068305 141.00111332],person,86
2209,[268.84767739  59.55288152 329.90284966 148.79060253],person,123
2209,[198.97275464 153.71635538 262.4974649  299.60695913],person,133
2209,[177.93238071 197.08455667 237.71084681 313.30929574],person,146
2209,[ 79.19817297 133.2346588  140.31011483 223.08672092],person,150
2209,[182.12699369 137.63900757 389.50341068 201.33497164],dining table,163
2210,[230.85951247  54.98490988 268.83737217 141.00097997],person,86
2210,[268.64671492  58.49824167 330.40565809 148.9401349 ],person,123
2210,[199.73773239 153.89146315 263.3832706  300.49974766],person,133
2210,[179.09473939 198.33915513 237.44913331 311.0570054 ],person,146
2210,[112.94943887  24.99999573 141.0558619   63.00000012],tvmonitor,148
2210,[ 80.69247771 131.75551537 138.48879299 216.94028423],person,150
2210,[182.14868814 137.64531179 389.53391583 201.34430601],dining table,163
2210,[ 88.33130092  60.81863346 116.87887334 138.81034173],person,168
2211,[230.82512012  54.35555954 269.04013673 141.00086363],person,86
2211,[268.68566388  58.10124825 331.122984   149.6517404 ],person,123
2211,[199.53809608 153.95807958 262.88155344 300.17594817],person,133
2211,[178.82517393 198.80832965 238.7245397  314.2491351 ],person,146
2211,[112.92748108  25.00001636 141.03396886  62.99999952],tvmonitor,148
2211,[ 80.67039833 129.85733621 138.39048158 215.39727475],person,150
2211,[181.81052943 137.14276344 390.13136832 201.07747955],dining table,163
2211,[ 88.48236573  60.88425065 117.02257313 138.85584468],person,168
2212,[230.82425525  54.11730015 269.10741849 141.00076572],person,86
2212,[270.11718742  57.302095   333.24216604 149.92089925],person,123
2212,[198.9944197  153.32253196 262.49438574 300.0528651 ],person,133
2212,[178.55048786 198.31839663 238.70381035 314.09839761],person,146
2212,[ 80.83999704 133.19320991 139.51414058 219.5422074 ],person,150
2212,[180.74731163 137.03108175 391.25783014 201.69392109],dining table,163
2213,[230.83503927  54.02761431 269.12426248 141.00067595],person,86
